"","lhs","op","rhs","label","est","se","ci.lower","ci.upper","std.lv","std.all","std.nox"
"36","nar_6correct","~~","nar_6correct","",1.0258039115191,0.150907991866976,0.742305420774973,1.32885876719916,1.0258039115191,0.37022863713773,0.37022863713773
"37","nar_7correct","~~","nar_7correct","",1.75002217151614,0.213772757405157,1.33956766303775,2.1717924819816,1.75002217151614,0.549807760644637,0.549807760644637
"38","nar_8correct","~~","nar_8correct","",1.42586556144913,0.173019754554716,1.08950483021149,1.7704649356814,1.42586556144913,0.463403958037845,0.463403958037845
"39","nar_1","~~","nar_1","",1.69502055580946,0.201285192636846,1.30835672917296,2.09671491187086,1.69502055580946,0.594092136743615,0.594092136743615
"40","nar_2","~~","nar_2","",1.8489155267027,0.275393622378037,1.30694416206681,2.38884687385307,1.8489155267027,0.48736383629419,0.48736383629419
"41","nar_3","~~","nar_3","",1.50624018740959,0.195726486990141,1.11842373853657,1.87920106343725,1.50624018740959,0.411690925473843,0.411690925473843
"42","nar_4","~~","nar_4","",2.08797438454009,0.213573382915205,1.64859430300775,2.48340249167389,2.08797438454009,0.660458372384763,0.660458372384763
"43","security_1","~~","security_1","",0.901296687700557,0.219279228609408,0.45025771513972,1.30808434412953,0.901296687700557,0.399620038126934,0.399620038126934
"44","security_2","~~","security_2","",1.22313179027798,0.13620888712366,0.940608063349238,1.48583777220936,1.22313179027798,0.620561059676096,0.620561059676096
"45","security_3","~~","security_3","",1.12356876427381,0.168618515906157,0.788096911271339,1.45041981516381,1.12356876427381,0.500088753997645,0.500088753997645
"46","security_freedom_1.security_1","~~","security_freedom_1.security_1","",1.32008968989216,1.31412524805591,0.512940438533234,5.36721682465745,1.32008968989216,0.153556013473454,0.153556013473454
"47","security_freedom_1.security_2","~~","security_freedom_1.security_2","",5.18126101555347,1.16691279357593,2.91750845202791,7.46719649438953,5.18126101555347,0.65764500195805,0.65764500195805
"48","security_freedom_1.security_3","~~","security_freedom_1.security_3","",4.61525420608787,1.43427549810483,1.03807724189698,6.74203999352086,4.61525420608787,0.543693422935124,0.543693422935124
"49","security_freedom_2.security_1","~~","security_freedom_2.security_1","",2.94206345710532,1.49934551330686,1.21496314625763,7.00221911194794,2.94206345710532,0.320539741909438,0.320539741909438
"50","security_freedom_2.security_2","~~","security_freedom_2.security_2","",5.49812669822965,1.15858271910888,3.34335240243739,7.84178448920278,5.49812669822965,0.721053544691145,0.721053544691145
"51","security_freedom_2.security_3","~~","security_freedom_2.security_3","",5.5895913131857,1.30973035870738,2.39807313639256,7.70133527494902,5.5895913131857,0.641159231443178,0.641159231443178
"52","security_freedom_3.security_1","~~","security_freedom_3.security_1","",2.26163089655898,1.31802141921292,1.16154409301029,6.12295417253111,2.26163089655898,0.24630979705425,0.24630979705425
"53","security_freedom_3.security_2","~~","security_freedom_3.security_2","",5.68273016144905,1.32610190124443,3.2674212606867,8.44581125273477,5.68273016144905,0.701384223380347,0.701384223380347
"54","security_freedom_3.security_3","~~","security_freedom_3.security_3","",5.86780680709797,1.71009637583607,1.58382081500898,8.3640745639684,5.86780680709797,0.611667127862886,0.611667127862886
"55","needsecurity","~~","needsecurity","",2.60014837647077,0.216717272013747,2.13269133171804,2.98568442113765,0.922767686248599,0.922767686248599,0.922767686248599
"56","Mainstream","~~","Mainstream","",2.01546740194546,0.219415819918217,1.57213729182861,2.43365055229002,0.985653266582013,0.985653266582013,0.985653266582013
"57","Micronarratives","~~","Micronarratives","",1.13438310662398,0.216385765785837,0.717043253144645,1.5641074605282,0.979515066725948,0.979515066725948,0.979515066725948
"58","traitneedsecurity","~~","traitneedsecurity","",1.35408743148686,0.227400240873466,0.942792353107142,1.84319487934551,1,1,1
"59","ssectsec","~~","ssectsec","",7.27670609837812,1.62604151833741,3.09462608150438,9.72858591257207,1,1,1
"60","traitneedsecurity","~~","ssectsec","",-0.137304091888878,0.359244204857498,-0.856536177928293,0.570448056493828,-0.0437414030551127,-0.0437414030551127,-0.0437414030551127
"61","gr_1","~~","gr_1","",0.25,0,0.25,0.25,0.25,1,0.25
"62","security_freedom_1","~1","","",4.55034541336806,0.134862570864391,4.28979850470287,4.81507303210662,4.55034541336806,2.50981045036303,2.50981045036303
"63","security_freedom_2","~1","","",4.72570521091827,0.125482188023996,4.48400390400122,4.97341170404912,4.72570521091827,2.70835731540679,2.70835731540679
"64","security_freedom_3","~1","","",4.41391712817277,0.135731824177263,4.15414218918565,4.68575581490196,4.41391712817277,2.37389100550304,2.37389100550304
"65","Nar_5correct","~1","","",4.22829688047984,0.124788416997306,3.9826948644366,4.47392097997017,4.22829688047984,2.38857341839472,2.38857341839472
"66","nar_6correct","~1","","",4.65663085771839,0.115826759104702,4.43064014068342,4.88102162625014,4.65663085771839,2.79752927878984,2.79752927878984
"67","nar_7correct","~1","","",4.66098918638377,0.117349505417287,4.42456863582025,4.88881754959157,4.66098918638377,2.61253280655057,2.61253280655057
"68","nar_8correct","~1","","",4.61599603823997,0.116641622090623,4.38566267242194,4.84433007067668,4.61599603823997,2.63151595176444,2.63151595176444
"69","nar_1","~1","","",4.50659103724767,0.111857553983035,4.29082323065347,4.7315798136548,4.50659103724767,2.6680106944168,2.6680106944168
"70","nar_2","~1","","",4.11188239632427,0.135605105516447,3.84727822980103,4.3771759202459,4.11188239632427,2.11109997339021,2.11109997339021
"71","nar_3","~1","","",3.79732005186952,0.136153526072086,3.538382809156,4.05780127380808,3.79732005186952,1.98525242156063,1.98525242156063
"72","nar_4","~1","","",4.31480996265276,0.115105340018007,4.09043510444012,4.53626211854561,4.31480996265276,2.42673198666729,2.42673198666729
"73","security_1","~1","","",4.79881681684091,0.0814461219384356,4.63616919172538,4.95850485821696,4.79881681684091,3.19539030405312,3.19539030405312
"74","security_2","~1","","",5.52958604640594,0.0759534890691742,5.37573960181515,5.6745561513429,5.52958604640594,3.93865783313623,3.93865783313623
"75","security_3","~1","","",4.35502914902947,0.0803810510774233,4.19526626135931,4.51183426512104,4.35502914902947,2.90545920339127,2.90545920339127
"76","security_freedom_1.security_1","~1","","",5.64421689190291e-06,0.156928522285489,-0.305782389751726,0.31169141759963,5.64421689190291e-06,1.92502063367002e-06,1.92502063367002e-06
"77","security_freedom_1.security_2","~1","","",3.76234047416381e-06,0.154726953564905,-0.297209906328902,0.304536997766449,3.76234047416381e-06,1.34040525231108e-06,1.34040525231108e-06
"78","security_freedom_1.security_3","~1","","",4.46239497446073e-06,0.159614194846185,-0.317798840364019,0.316178351465607,4.46239497446073e-06,1.53160661757151e-06,1.53160661757151e-06
"79","security_freedom_2.security_1","~1","","",5.39544707743725e-06,0.162979662913477,-0.313428152663159,0.33189193346699,5.39544707743725e-06,1.78091159132475e-06,1.78091159132475e-06
"80","security_freedom_2.security_2","~1","","",3.38131829603366e-06,0.150201156120424,-0.286990967573172,0.314846166842829,3.38131829603366e-06,1.22451029505119e-06,1.22451029505119e-06
"81","security_freedom_2.security_3","~1","","",4.09521497484193e-06,0.159641906311173,-0.30329005391043,0.320025048313195,4.09521497484193e-06,1.38697817359922e-06,1.38697817359922e-06
"82","security_freedom_3.security_1","~1","","",5.5816678497051e-06,0.161620069056462,-0.320092919657902,0.32083554372439,5.5816678497051e-06,1.84201841731434e-06,1.84201841731434e-06
"83","security_freedom_3.security_2","~1","","",3.62714931991764e-06,0.158038402687853,-0.310951477971727,0.312811072212162,3.62714931991764e-06,1.27428013786978e-06,1.27428013786978e-06
"84","security_freedom_3.security_3","~1","","",4.5091703397593e-06,0.172263768145351,-0.336048890439819,0.351864775633447,4.5091703397593e-06,1.45584892132132e-06,1.45584892132132e-06
"85","gr_1","~1","","",0.5,0,0.5,0.5,0.5,1,0.5
"86","needsecurity","~1","","",0,0,0,0,0,0,0
"87","Mainstream","~1","","",0,0,0,0,0,0,0
"88","Micronarratives","~1","","",0,0,0,0,0,0,0
"89","traitneedsecurity","~1","","",0,0,0,0,0,0,0
"90","ssectsec","~1","","",0,0,0,0,0,0,0
"91","ind1",":=","a1*b1","ind1",0.0763184033579812,0.0434861220788728,-0.00231639717800383,0.168757630890855,0.0709177520938956,0.0354588760469478,0.0709177520938956
"92","ind2",":=","a1*b2","ind2",-0.0736216057486404,0.0506389277788029,-0.182504744957608,0.0186897792951127,-0.0514848532481318,-0.0257424266240659,-0.0514848532481318
